Type,Grain Label,Reference,Meteorite,Technique,Size (microns),Notes,7Li/6Li,Error[7Li/6Li],11B/10B,Error[11B/10B],12C/13C,Error[12C/13C],14N/15N,Error[14N/15N],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(29Si/28Si)],26Al/27Al,Error[26Al/27Al],d(33S/32S),Error[d(33S/32S)],d(34S/32S),Error[d(34S/32S)],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],44Ti/48Ti,Error[44Ti/48Ti),d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],51V/48Ti,Error[51V/48Ti],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)],d(84Sr/86Sr),Error[d(84Sr/86Sr)],d(87Sr/86Sr),Error[d(87Sr/86Sr)],d(88Sr/86Sr),Error[d(88Sr/86Sr)],d(90Zr/94Zr),Error[d(90Zr/94Zr)],d(91Zr/94Zr),Error[d(91Zr/94Zr)],d(92Zr/94Zr),Error[d(92Zr/94Zr)],d(96Zr/94Zr),Error[d(96Zr/94Zr)],d(92Mo/96Mo),Error[d(92Mo/96Mo)],d(94Mo/96Mo),Error[d(94Mo/96Mo)],d(95Mo/96Mo),Error[d(95Mo/96Mo)],d(97Mo/96Mo),Error[d(97Mo/96Mo)],d(98Mo/96Mo),Error[d(98Mo/96Mo)],d(100Mo/96Mo),Error[d(100Mo/96Mo)],d(96Ru/100Ru),Error[d(96Ru/100Ru)],d(98Ru/100Ru),Error[d(98Ru/100Ru)],d(99Ru/100Ru),Error[d(99Ru/100Ru)],d(101Ru/100Ru),Error[d(101Ru/100Ru)],d(102Ru/100Ru),Error[d(102Ru/100Ru)],d(104Ru/100Ru),Error[d(104Ru/100Ru)],d(134Ba/136Ba),Error[d(134Ba/136Ba)],d(135Ba/136Ba),Error[d(135Ba/136Ba)],d(137Ba/136Ba),Error[d(137Ba/136Ba)],d(138Ba/136Ba),Error[d(138Ba/136Ba)],
M,M33b-91-8,Nittler GCA 2003,Murchison,CIW 6f ,1.38,,,,,,48.52,2.65,,,4.3,18.0,63.9,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-92-1,Nittler GCA 2003,Murchison,CIW 6f ,1.58,,,,,,39.32,1.61,,,17.8,6.6,19.3,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-92-2,Nittler GCA 2003,Murchison,CIW 6f ,1.98,,,,,,65.80,3.64,,,28.3,7.5,37.9,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-92-3,Nittler GCA 2003,Murchison,CIW 6f ,1.79,,,,,,50.07,1.34,,,20.5,5.9,45.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-92-4,Nittler GCA 2003,Murchison,CIW 6f ,1.27,,,,,,47.10,1.48,,,55.6,36.4,73.2,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-92-5,Nittler GCA 2003,Murchison,CIW 6f ,1.01,,,,,,36.40,1.60,,,41.4,15.9,60.6,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-93-1,Nittler GCA 2003,Murchison,CIW 6f ,1.78,,,,,,66.47,1.51,,,44.0,6.6,35.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,M33b-93-4,Nittler GCA 2003,Murchison,CIW 6f,1.2,,,,,,62.19,5.29,,,-73.0,16.0,86.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-94-1,Nittler GCA 2003,Murchison,CIW 6f ,1.46,,,,,,49.36,0.72,,,39.4,8.1,37.8,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-94-2,Nittler GCA 2003,Murchison,CIW 6f ,1.06,,,,,,59.55,4.81,,,14.8,13.7,-3.4,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-94-3,Nittler GCA 2003,Murchison,CIW 6f ,0.78,,,,,,42.92,2.54,,,19.2,12.4,50.1,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,M33b-95-1,Nittler GCA 2003,Murchison,CIW 6f,1.3,,,,,,8.75,0.23,,,178.0,6.0,117.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-95-2,Nittler GCA 2003,Murchison,CIW 6f ,0.92,,,,,,47.54,1.26,,,31.8,13.2,39.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-95-3,Nittler GCA 2003,Murchison,CIW 6f ,1.66,,,,,,41.17,1.07,,,71.7,8.5,55.2,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-96-1,Nittler GCA 2003,Murchison,CIW 6f ,0.95,,,,,,37.82,1.82,,,18.7,8.5,10.9,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-96-2,Nittler GCA 2003,Murchison,CIW 6f ,1.27,,,,,,25.68,1.41,,,17.0,7.3,27.6,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-1,Nittler GCA 2003,Murchison,CIW 6f ,2.70,,,,,,39.00,0.95,,,18.1,5.8,39.6,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-2,Nittler GCA 2003,Murchison,CIW 6f ,1.91,,,,,,53.66,1.26,,,22.5,5.2,15.1,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-3,Nittler GCA 2003,Murchison,CIW 6f ,1.33,,,,,,35.94,2.09,,,44.1,7.5,53.4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-4,Nittler GCA 2003,Murchison,CIW 6f ,1.83,,,,,,44.12,0.57,,,31.6,11.1,62.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-5,Nittler GCA 2003,Murchison,CIW 6f ,1.10,,,,,,10.98,0.65,,,-15.6,8.3,4.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-97-6,Nittler GCA 2003,Murchison,CIW 6f ,0.98,,,,,,85.76,2.99,,,-24.4,9.8,-2.3,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-98-1,Nittler GCA 2003,Murchison,CIW 6f ,1.54,,,,,,46.30,0.76,,,33.6,6.4,21.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33b-98-2,Nittler GCA 2003,Murchison,CIW 6f ,1.02,,,,,,50.74,2.74,,,49.9,9.7,25.3,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-256-1,Nittler GCA 2003,Murchison,CIW 6f ,1.10,,,,,,56.66,2.21,,,29.9,13.3,65.0,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-257-1,Nittler GCA 2003,Murchison,CIW 6f ,0.90,,,,,,52.90,1.97,,,19.9,9.4,23.9,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-257-2,Nittler GCA 2003,Murchison,CIW 6f ,0.94,,,,,,45.96,2.80,,,58.7,24.8,91.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-259-1,Nittler GCA 2003,Murchison,CIW 6f ,1.61,,,,,,60.66,1.85,,,43.4,17.8,75.4,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-259-2,Nittler GCA 2003,Murchison,CIW 6f ,0.71,,,,,,37.46,1.60,,,121.9,13.3,75.6,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-262-1,Nittler GCA 2003,Murchison,CIW 6f ,1.26,,,,,,47.86,1.06,,,13.8,7.3,27.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-262-3,Nittler GCA 2003,Murchison,CIW 6f ,1.16,,,,,,46.28,0.81,,,27.4,12.0,59.6,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-262-4,Nittler GCA 2003,Murchison,CIW 6f ,1.31,,,,,,38.84,1.12,,,4.3,22.1,19.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-264-1,Nittler GCA 2003,Murchison,CIW 6f ,1.04,,,,,,56.55,3.16,,,8.3,13.7,67.6,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-264-3,Nittler GCA 2003,Murchison,CIW 6f ,1.26,,,,,,44.07,1.41,,,48.6,19.4,116.0,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-1,Nittler GCA 2003,Murchison,CIW 6f ,1.88,,,,,,51.91,0.69,,,94.4,5.3,84.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-12,Nittler GCA 2003,Murchison,CIW 6f ,1.92,,,,,,24.74,1.29,,,27.0,5.2,36.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-2,Nittler GCA 2003,Murchison,CIW 6f ,1.38,,,,,,36.23,2.07,,,33.9,18.1,26.7,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-3,Nittler GCA 2003,Murchison,CIW 6f ,1.03,,,,,,56.97,4.38,,,65.9,10.8,87.1,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-4,Nittler GCA 2003,Murchison,CIW 6f ,0.93,,,,,,21.83,0.99,,,42.0,13.7,78.4,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-7,Nittler GCA 2003,Murchison,CIW 6f ,1.53,,,,,,43.06,0.85,,,49.1,28.3,55.7,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-8,Nittler GCA 2003,Murchison,CIW 6f ,1.07,,,,,,57.78,3.11,,,45.7,10.0,58.8,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-268-9,Nittler GCA 2003,Murchison,CIW 6f ,0.74,,,,,,54.14,3.71,,,34.5,26.3,73.0,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-269-2,Nittler GCA 2003,Murchison,CIW 6f ,1.12,,,,,,42.29,0.64,,,24.3,8.5,-18.8,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-273-1,Nittler GCA 2003,Murchison,CIW 6f ,0.55,,,,,,37.59,3.51,,,17.4,20.6,15.2,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-275-1,Nittler GCA 2003,Murchison,CIW 6f ,2.39,,,,,,35.94,0.53,,,40.6,4.6,40.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-275-2,Nittler GCA 2003,Murchison,CIW 6f ,1.50,,,,,,41.96,0.74,,,41.9,6.4,41.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-276-1,Nittler GCA 2003,Murchison,CIW 6f ,1.78,,,,,,39.25,0.89,,,18.5,13.2,38.3,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-277-1,Nittler GCA 2003,Murchison,CIW 6f ,1.11,,,,,,26.97,1.03,,,39.9,8.6,9.3,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-277-5,Nittler GCA 2003,Murchison,CIW 6f ,0.79,,,,,,65.07,4.49,,,27.8,13.9,62.9,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-277-6,Nittler GCA 2003,Murchison,CIW 6f ,0.57,,,,,,65.64,8.55,,,21.5,19.2,47.6,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-277-7,Nittler GCA 2003,Murchison,CIW 6f ,1.10,,,,,,45.72,1.10,,,7.2,20.9,33.6,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-278-1,Nittler GCA 2003,Murchison,CIW 6f ,0.92,,,,,,53.51,1.10,,,6.6,9.5,29.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-278-2,Nittler GCA 2003,Murchison,CIW 6f ,1.15,,,,,,30.75,1.71,,,68.5,11.6,67.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-279-1,Nittler GCA 2003,Murchison,CIW 6f ,1.06,,,,,,36.01,1.12,,,32.0,8.8,29.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-279-2,Nittler GCA 2003,Murchison,CIW 6f ,1.05,,,,,,50.71,1.39,,,28.1,16.5,29.7,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-280-2,Nittler GCA 2003,Murchison,CIW 6f ,0.94,,,,,,61.97,3.71,,,24.0,8.8,24.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-281-1,Nittler GCA 2003,Murchison,CIW 6f ,0.77,,,,,,64.23,1.45,,,49.3,9.3,57.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-283-1,Nittler GCA 2003,Murchison,CIW 6f ,1.08,,,,,,31.11,0.56,,,34.7,10.1,39.1,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-283-3,Nittler GCA 2003,Murchison,CIW 6f ,1.13,,,,,,45.69,4.05,,,38.9,19.6,39.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-283-4,Nittler GCA 2003,Murchison,CIW 6f ,0.84,,,,,,41.02,2.14,,,23.6,14.2,17.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-283-5,Nittler GCA 2003,Murchison,CIW 6f ,1.39,,,,,,42.45,1.28,,,32.6,15.2,26.9,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-283-6,Nittler GCA 2003,Murchison,CIW 6f ,0.73,,,,,,32.86,1.82,,,43.0,16.1,56.5,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-284-1,Nittler GCA 2003,Murchison,CIW 6f ,2.05,,,,,,52.87,0.93,,,25.5,6.2,46.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-284-4,Nittler GCA 2003,Murchison,CIW 6f ,1.23,,,,,,46.29,1.75,,,46.3,15.2,53.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-284-5,Nittler GCA 2003,Murchison,CIW 6f ,1.71,,,,,,32.98,0.91,,,47.2,11.1,58.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-1,Nittler GCA 2003,Murchison,CIW 6f ,1.62,,,,,,36.28,0.53,,,26.1,11.7,38.0,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-10,Nittler GCA 2003,Murchison,CIW 6f ,1.61,,,,,,49.32,1.85,,,27.4,18.6,99.3,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-11,Nittler GCA 2003,Murchison,CIW 6f ,0.89,,,,,,45.07,2.72,,,51.3,16.8,77.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-2,Nittler GCA 2003,Murchison,CIW 6f ,0.72,,,,,,63.64,3.76,,,9.8,9.6,26.5,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-3,Nittler GCA 2003,Murchison,CIW 6f ,0.77,,,,,,38.15,1.31,,,31.1,12.6,26.4,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-7,Nittler GCA 2003,Murchison,CIW 6f ,1.00,,,,,,33.44,1.72,,,94.2,11.8,95.8,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-8,Nittler GCA 2003,Murchison,CIW 6f ,1.06,,,,,,41.70,2.62,,,39.8,17.1,69.6,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-285-9,Nittler GCA 2003,Murchison,CIW 6f ,1.63,,,,,,59.65,0.87,,,41.9,20.2,44.7,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-287-1,Nittler GCA 2003,Murchison,CIW 6f ,0.95,,,,,,11.52,1.62,,,54.6,9.4,20.3,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-289-2,Nittler GCA 2003,Murchison,CIW 6f ,0.77,,,,,,52.61,1.21,,,30.3,10.2,39.7,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-289-3,Nittler GCA 2003,Murchison,CIW 6f ,1.16,,,,,,49.27,2.37,,,24.0,26.9,25.1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-289-4,Nittler GCA 2003,Murchison,CIW 6f ,1.33,,,,,,38.30,0.66,,,58.2,19.5,66.7,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-290-1,Nittler GCA 2003,Murchison,CIW 6f ,1.13,,,,,,54.47,2.22,,,17.1,24.0,80.5,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-290-2,Nittler GCA 2003,Murchison,CIW 6f ,0.66,,,,,,52.65,3.48,,,18.2,23.1,6.8,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-290-3,Nittler GCA 2003,Murchison,CIW 6f ,0.94,,,,,,58.09,2.13,,,43.2,10.3,48.8,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-290-4,Nittler GCA 2003,Murchison,CIW 6f ,0.61,,,,,,50.65,3.78,,,46.2,39.6,92.9,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,M33c-290-6,Nittler GCA 2003,Murchison,CIW 6f ,0.60,,,,,,49.80,1.83,,,57.0,19.9,110.9,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,M33c-290-7,Nittler GCA 2003,Murchison,CIW 6f,1,,,,,,22.01,0.71,,,5.0,16.0,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
